null,mode,stage,wave,enemy_type,count,formation_type,hp_multiplier,attack_multiplier,sub_wave
null,Normal,32,6,AxSkullZombie,1,LINE_CENTER,16.84,16.84,2
null,Normal,32,7,ZombieMan,1,SCATTER,19.46,19.46,1
null,Normal,32,7,ZombieMan,1,SCATTER,19.46,19.46,2
null,Normal,32,7,NeighborZombie,2,SCATTER,19.46,19.46,1
null,Normal,32,7,NeighborZombie,2,SCATTER,19.46,19.46,2
null,Normal,32,7,BasketZombie,2,SCATTER,19.46,19.46,1
null,Normal,32,7,BasketZombie,2,SCATTER,19.46,19.46,2
null,Normal,32,7,AxSkullZombie,1,LINE_CENTER,19.46,19.46,1
null,Normal,32,7,AxSkullZombie,1,LINE_CENTER,19.46,19.46,2
null,Normal,32,8,ZombieMan,1,SCATTER,22.07,22.07,1
null,Normal,32,8,ZombieMan,1,SCATTER,22.07,22.07,2
null,Normal,32,8,NeighborZombie,2,SCATTER,22.07,22.07,1
null,Normal,32,8,NeighborZombie,2,SCATTER,22.07,22.07,2
null,Normal,32,8,BasketZombie,2,SCATTER,22.07,22.07,1
null,Normal,32,8,BasketZombie,2,SCATTER,22.07,22.07,2
null,Normal,32,8,AxSkullZombie,1,LINE_CENTER,22.07,22.07,1
null,Normal,32,8,AxSkullZombie,2,LINE_CENTER,22.07,22.07,2
null,Normal,32,9,NeighborZombie,2,SCATTER,24.69,24.69,1
null,Normal,32,9,NeighborZombie,3,SCATTER,24.69,24.69,2
null,Normal,32,9,BasketZombie,2,SCATTER,24.69,24.69,1
null,Normal,32,9,BasketZombie,3,SCATTER,24.69,24.69,2
null,Normal,32,9,AxSkullZombie,1,LINE_CENTER,24.69,24.69,1
null,Normal,32,9,AxSkullZombie,2,LINE_CENTER,24.69,24.69,2
null,Normal,32,10,NeighborZombie,2,SCATTER,27.31,27.31,1
null,Normal,32,10,NeighborZombie,3,SCATTER,27.31,27.31,2
null,Normal,32,10,BasketZombie,2,SCATTER,27.31,27.31,1
null,Normal,32,10,BasketZombie,3,SCATTER,27.31,27.31,2
null,Normal,32,10,AxSkullZombie,2,LINE_CENTER,27.31,27.31,1
null,Normal,32,10,AxSkullZombie,2,LINE_CENTER,27.31,27.31,2
null,Normal,32,10,RedPunchZombie,1,SCATTER,27.31,27.31,1
null,Normal,32,10,RedPunchZombie,1,SCATTER,27.31,27.31,2
null,Normal,32,10,AdvBuskerZombie,1,LINE_LEFT,27.31,27.31,2
null,Normal,32,11,NeighborZombie,2,SCATTER,29.93,29.93,1
null,Normal,32,11,NeighborZombie,4,SCATTER,29.93,29.93,2
null,Normal,32,11,BasketZombie,2,SCATTER,29.93,29.93,1
null,Normal,32,11,BasketZombie,4,SCATTER,29.93,29.93,2
null,Normal,32,11,AxSkullZombie,2,LINE_CENTER,29.93,29.93,1
null,Normal,32,11,AxSkullZombie,2,LINE_CENTER,29.93,29.93,2
null,Normal,32,11,RedPunchZombie,1,SCATTER,29.93,29.93,1
null,Normal,32,11,RedPunchZombie,1,SCATTER,29.93,29.93,2
null,Normal,32,12,NeighborZombie,2,SCATTER,32.55,32.55,1
null,Normal,32,12,NeighborZombie,4,SCATTER,32.55,32.55,2
null,Normal,32,12,BasketZombie,2,SCATTER,32.55,32.55,1
null,Normal,32,12,BasketZombie,4,SCATTER,32.55,32.55,2
null,Normal,32,12,AxSkullZombie,2,LINE_CENTER,32.55,32.55,1
null,Normal,32,12,AxSkullZombie,2,LINE_CENTER,32.55,32.55,2
null,Normal,32,12,RedPunchZombie,1,SCATTER,32.55,32.55,1
null,Normal,32,12,RedPunchZombie,1,SCATTER,32.55,32.55,2
null,Normal,32,13,NeighborZombie,2,SCATTER,35.16,35.16,1
null,Normal,32,13,NeighborZombie,4,SCATTER,35.16,35.16,2
null,Normal,32,13,BasketZombie,2,SCATTER,35.16,35.16,1
null,Normal,32,13,BasketZombie,4,SCATTER,35.16,35.16,2
null,Normal,32,13,AxSkullZombie,2,LINE_CENTER,35.16,35.16,1
null,Normal,32,13,AxSkullZombie,3,LINE_CENTER,35.16,35.16,2
null,Normal,32,13,RedPunchZombie,1,SCATTER,35.16,35.16,1
null,Normal,32,13,RedPunchZombie,2,SCATTER,35.16,35.16,2
null,Normal,32,14,NeighborZombie,3,SCATTER,37.78,37.78,1
null,Normal,32,14,NeighborZombie,4,SCATTER,37.78,37.78,2
null,Normal,32,14,BasketZombie,3,SCATTER,37.78,37.78,1
null,Normal,32,14,BasketZombie,4,SCATTER,37.78,37.78,2
null,Normal,32,14,AxSkullZombie,2,LINE_CENTER,37.78,37.78,1
null,Normal,32,14,AxSkullZombie,3,LINE_CENTER,37.78,37.78,2
null,Normal,32,14,RedPunchZombie,1,SCATTER,37.78,37.78,1
null,Normal,32,14,RedPunchZombie,2,SCATTER,37.78,37.78,2
null,Normal,32,15,NeighborZombie,3,SCATTER,40.4,40.4,1
null,Normal,32,15,NeighborZombie,4,SCATTER,40.4,40.4,2
null,Normal,32,15,BasketZombie,3,SCATTER,40.4,40.4,1
null,Normal,32,15,BasketZombie,4,SCATTER,40.4,40.4,2
null,Normal,32,15,AxSkullZombie,2,LINE_CENTER,40.4,40.4,1
null,Normal,32,15,AxSkullZombie,4,LINE_CENTER,40.4,40.4,2
null,Normal,32,15,RedPunchZombie,2,SCATTER,40.4,40.4,1
null,Normal,32,15,RedPunchZombie,2,SCATTER,40.4,40.4,2
null,Normal,32,15,BatSkullZombie,1,LINE_LEFT,40.4,40.4,2
null,Normal,33,1,ZombieMan,2,SCATTER,3.85,3.85,1
null,Normal,33,1,ZombieMan,3,SCATTER,3.85,3.85,2
null,Normal,33,1,NeighborZombie,1,SCATTER,3.85,3.85,1
null,Normal,33,1,NeighborZombie,1,SCATTER,3.85,3.85,2
null,Normal,33,1,BasketZombie,1,SCATTER,3.85,3.85,1
null,Normal,33,1,BasketZombie,1,SCATTER,3.85,3.85,2
null,Normal,33,2,ZombieMan,2,SCATTER,6.55,6.55,1
null,Normal,33,2,ZombieMan,4,SCATTER,6.55,6.55,2
null,Normal,33,2,NeighborZombie,1,SCATTER,6.55,6.55,1
null,Normal,33,2,NeighborZombie,1,SCATTER,6.55,6.55,2
null,Normal,33,2,BasketZombie,1,SCATTER,6.55,6.55,1
null,Normal,33,2,BasketZombie,1,SCATTER,6.55,6.55,2
null,Normal,33,3,ZombieMan,3,SCATTER,9.24,9.24,1
null,Normal,33,3,ZombieMan,5,SCATTER,9.24,9.24,2
null,Normal,33,3,NeighborZombie,1,SCATTER,9.24,9.24,1
null,Normal,33,3,NeighborZombie,1,SCATTER,9.24,9.24,2
null,Normal,33,3,BasketZombie,1,SCATTER,9.24,9.24,1
null,Normal,33,3,BasketZombie,1,SCATTER,9.24,9.24,2
null,Normal,33,4,ZombieMan,2,SCATTER,11.94,11.94,1
null,Normal,33,4,ZombieMan,3,SCATTER,11.94,11.94,2
null,Normal,33,4,NeighborZombie,1,SCATTER,11.94,11.94,1
null,Normal,33,4,NeighborZombie,2,SCATTER,11.94,11.94,2
null,Normal,33,4,BasketZombie,1,SCATTER,11.94,11.94,1
null,Normal,33,4,BasketZombie,2,SCATTER,11.94,11.94,2
null,Normal,33,5,NeighborZombie,1,SCATTER,14.64,14.64,1
null,Normal,33,5,NeighborZombie,2,SCATTER,14.64,14.64,2
null,Normal,33,5,BasketZombie,1,SCATTER,14.64,14.64,1
null,Normal,33,5,BasketZombie,2,SCATTER,14.64,14.64,2
null,Normal,33,5,AdvandMagZombie,1,LINE_LEFT,14.64,14.64,1
null,Normal,33,5,AdvandMagZombie,1,LINE_LEFT,14.64,14.64,2
null,Normal,33,5,ZombieBoss,1,LINE_LEFT,14.64,14.64,2
null,Normal,33,6,NeighborZombie,2,SCATTER,17.33,17.33,1
null,Normal,33,6,NeighborZombie,2,SCATTER,17.33,17.33,2
null,Normal,33,6,BasketZombie,2,SCATTER,17.33,17.33,1
null,Normal,33,6,BasketZombie,2,SCATTER,17.33,17.33,2
null,Normal,33,6,AdvandMagZombie,1,LINE_LEFT,17.33,17.33,1
null,Normal,33,6,AdvandMagZombie,1,LINE_LEFT,17.33,17.33,2
null,Normal,33,7,NeighborZombie,2,SCATTER,20.03,20.03,1
null,Normal,33,7,NeighborZombie,2,SCATTER,20.03,20.03,2
null,Normal,33,7,BasketZombie,2,SCATTER,20.03,20.03,1
null,Normal,33,7,BasketZombie,2,SCATTER,20.03,20.03,2
null,Normal,33,7,AdvandMagZombie,1,LINE_LEFT,20.03,20.03,1
null,Normal,33,7,AdvandMagZombie,1,LINE_LEFT,20.03,20.03,2
null,Normal,33,8,NeighborZombie,2,SCATTER,22.73,22.73,1
null,Normal,33,8,NeighborZombie,2,SCATTER,22.73,22.73,2
null,Normal,33,8,BasketZombie,2,SCATTER,22.73,22.73,1
null,Normal,33,8,BasketZombie,2,SCATTER,22.73,22.73,2
null,Normal,33,8,AdvandMagZombie,1,LINE_LEFT,22.73,22.73,1
null,Normal,33,8,AdvandMagZombie,2,LINE_LEFT,22.73,22.73,2
null,Normal,33,9,NeighborZombie,2,SCATTER,25.42,25.42,1
null,Normal,33,9,NeighborZombie,3,SCATTER,25.42,25.42,2
null,Normal,33,9,BasketZombie,2,SCATTER,25.42,25.42,1
null,Normal,33,9,BasketZombie,3,SCATTER,25.42,25.42,2
null,Normal,33,9,AdvandMagZombie,1,LINE_LEFT,25.42,25.42,1
null,Normal,33,9,AdvandMagZombie,2,LINE_LEFT,25.42,25.42,2
null,Normal,33,10,NeighborZombie,2,SCATTER,28.12,28.12,1
null,Normal,33,10,NeighborZombie,3,SCATTER,28.12,28.12,2
null,Normal,33,10,BasketZombie,2,SCATTER,28.12,28.12,1
null,Normal,33,10,BasketZombie,3,SCATTER,28.12,28.12,2
null,Normal,33,10,AdvandMagZombie,2,LINE_LEFT,28.12,28.12,1
null,Normal,33,10,AdvandMagZombie,2,LINE_LEFT,28.12,28.12,2
null,Normal,33,10,MaceZombie,1,LINE_LEFT,28.12,28.12,1
null,Normal,33,10,MaceZombie,1,LINE_LEFT,28.12,28.12,2
null,Normal,33,10,AdvandMagBossZombie,1,LINE_LEFT,28.12,28.12,2
null,Normal,33,11,NeighborZombie,2,SCATTER,30.81,30.81,1
null,Normal,33,11,NeighborZombie,4,SCATTER,30.81,30.81,2
null,Normal,33,11,BasketZombie,2,SCATTER,30.81,30.81,1
null,Normal,33,11,BasketZombie,4,SCATTER,30.81,30.81,2
null,Normal,33,11,AdvandMagZombie,2,LINE_LEFT,30.81,30.81,1
null,Normal,33,11,AdvandMagZombie,2,LINE_LEFT,30.81,30.81,2
null,Normal,33,11,MaceZombie,1,LINE_LEFT,30.81,30.81,1
null,Normal,33,11,MaceZombie,1,LINE_LEFT,30.81,30.81,2
null,Normal,33,12,NeighborZombie,2,SCATTER,33.51,33.51,1
null,Normal,33,12,NeighborZombie,4,SCATTER,33.51,33.51,2
null,Normal,33,12,BasketZombie,2,SCATTER,33.51,33.51,1
null,Normal,33,12,BasketZombie,4,SCATTER,33.51,33.51,2
null,Normal,33,12,AdvandMagZombie,2,LINE_LEFT,33.51,33.51,1
null,Normal,33,12,AdvandMagZombie,2,LINE_LEFT,33.51,33.51,2
null,Normal,33,12,MaceZombie,1,LINE_LEFT,33.51,33.51,1
null,Normal,33,12,MaceZombie,1,LINE_LEFT,33.51,33.51,2
null,Normal,33,13,NeighborZombie,2,SCATTER,36.21,36.21,1
null,Normal,33,13,NeighborZombie,4,SCATTER,36.21,36.21,2
null,Normal,33,13,BasketZombie,2,SCATTER,36.21,36.21,1
null,Normal,33,13,BasketZombie,4,SCATTER,36.21,36.21,2
null,Normal,33,13,AdvandMagZombie,2,LINE_LEFT,36.21,36.21,1
null,Normal,33,13,AdvandMagZombie,3,LINE_LEFT,36.21,36.21,2
null,Normal,33,13,MaceZombie,1,LINE_LEFT,36.21,36.21,1
null,Normal,33,13,MaceZombie,2,LINE_LEFT,36.21,36.21,2
null,Normal,33,14,NeighborZombie,3,SCATTER,38.9,38.9,1
null,Normal,33,14,NeighborZombie,4,SCATTER,38.9,38.9,2
null,Normal,33,14,BasketZombie,3,SCATTER,38.9,38.9,1
null,Normal,33,14,BasketZombie,4,SCATTER,38.9,38.9,2
null,Normal,33,14,AdvandMagZombie,2,LINE_LEFT,38.9,38.9,1
null,Normal,33,14,AdvandMagZombie,3,LINE_LEFT,38.9,38.9,2
null,Normal,33,14,MaceZombie,1,LINE_LEFT,38.9,38.9,1
null,Normal,33,14,MaceZombie,2,LINE_LEFT,38.9,38.9,2
null,Normal,33,15,NeighborZombie,3,SCATTER,41.6,41.6,1
null,Normal,33,15,NeighborZombie,4,SCATTER,41.6,41.6,2
null,Normal,33,15,BasketZombie,3,SCATTER,41.6,41.6,1
null,Normal,33,15,BasketZombie,4,SCATTER,41.6,41.6,2
null,Normal,33,15,AdvandMagZombie,2,LINE_LEFT,41.6,41.6,1
null,Normal,33,15,AdvandMagZombie,4,LINE_LEFT,41.6,41.6,2
null,Normal,33,15,MaceZombie,2,LINE_LEFT,41.6,41.6,1
null,Normal,33,15,MaceZombie,2,LINE_LEFT,41.6,41.6,2
null,Normal,33,15,AdvBuskerZombie,1,LINE_LEFT,41.6,41.6,2
null,Normal,34,1,ZombieMan,2,SCATTER,3.95,3.95,1
null,Normal,34,1,ZombieMan,3,SCATTER,3.95,3.95,2
null,Normal,34,1,BasketZombie,1,SCATTER,3.95,3.95,1
null,Normal,34,1,BasketZombie,1,SCATTER,3.95,3.95,2
null,Normal,34,1,NeighborZombie,1,SCATTER,3.95,3.95,1
null,Normal,34,1,NeighborZombie,1,SCATTER,3.95,3.95,2
null,Normal,34,2,ZombieMan,2,SCATTER,6.72,6.72,1
null,Normal,34,2,ZombieMan,4,SCATTER,6.72,6.72,2
null,Normal,34,2,BasketZombie,1,SCATTER,6.72,6.72,1
null,Normal,34,2,BasketZombie,1,SCATTER,6.72,6.72,2
null,Normal,34,2,NeighborZombie,1,SCATTER,6.72,6.72,1
null,Normal,34,2,NeighborZombie,1,SCATTER,6.72,6.72,2
null,Normal,34,3,ZombieMan,3,SCATTER,9.5,9.5,1
null,Normal,34,3,ZombieMan,5,SCATTER,9.5,9.5,2
null,Normal,34,3,BasketZombie,1,SCATTER,9.5,9.5,1
null,Normal,34,3,BasketZombie,1,SCATTER,9.5,9.5,2
null,Normal,34,3,NeighborZombie,1,SCATTER,9.5,9.5,1
null,Normal,34,3,NeighborZombie,1,SCATTER,9.5,9.5,2
null,Normal,34,4,ZombieMan,2,SCATTER,12.28,12.28,1
null,Normal,34,4,ZombieMan,3,SCATTER,12.28,12.28,2
null,Normal,34,4,BasketZombie,1,SCATTER,12.28,12.28,1
null,Normal,34,4,BasketZombie,2,SCATTER,12.28,12.28,2
null,Normal,34,4,NeighborZombie,1,SCATTER,12.28,12.28,1
null,Normal,34,4,NeighborZombie,2,SCATTER,12.28,12.28,2
null,Normal,34,5,BasketZombie,1,SCATTER,15.05,15.05,1
null,Normal,34,5,BasketZombie,2,SCATTER,15.05,15.05,2
null,Normal,34,5,NeighborZombie,1,SCATTER,15.05,15.05,1
null,Normal,34,5,NeighborZombie,2,SCATTER,15.05,15.05,2
null,Normal,34,5,WarriorZombie,1,LINE_CENTER,15.05,15.05,1
null,Normal,34,5,WarriorZombie,1,LINE_CENTER,15.05,15.05,2
null,Normal,34,5,ZombieBoss,1,LINE_LEFT,15.05,15.05,2
null,Normal,34,6,BasketZombie,2,SCATTER,17.82,17.82,1
null,Normal,34,6,BasketZombie,2,SCATTER,17.82,17.82,2
null,Normal,34,6,NeighborZombie,2,SCATTER,17.82,17.82,1
null,Normal,34,6,NeighborZombie,2,SCATTER,17.82,17.82,2
null,Normal,34,6,WarriorZombie,1,LINE_CENTER,17.82,17.82,1
null,Normal,34,6,WarriorZombie,1,LINE_CENTER,17.82,17.82,2
null,Normal,34,7,ZombieMan,1,SCATTER,20.6,20.6,2
null,Normal,34,7,BasketZombie,2,SCATTER,20.6,20.6,1
null,Normal,34,7,BasketZombie,2,SCATTER,20.6,20.6,2
null,Normal,34,7,NeighborZombie,2,SCATTER,20.6,20.6,1
null,Normal,34,7,NeighborZombie,2,SCATTER,20.6,20.6,2
null,Normal,34,7,WarriorZombie,1,LINE_CENTER,20.6,20.6,1
null,Normal,34,7,WarriorZombie,1,LINE_CENTER,20.6,20.6,2
null,Normal,34,8,BasketZombie,2,SCATTER,23.38,23.38,1
null,Normal,34,8,BasketZombie,2,SCATTER,23.38,23.38,2
null,Normal,34,8,NeighborZombie,2,SCATTER,23.38,23.38,1
null,Normal,34,8,NeighborZombie,2,SCATTER,23.38,23.38,2
null,Normal,34,8,WarriorZombie,1,LINE_CENTER,23.38,23.38,1
null,Normal,34,8,WarriorZombie,2,LINE_CENTER,23.38,23.38,2
null,Normal,34,9,BasketZombie,2,SCATTER,26.15,26.15,1
null,Normal,34,9,BasketZombie,3,SCATTER,26.15,26.15,2
null,Normal,34,9,NeighborZombie,2,SCATTER,26.15,26.15,1
null,Normal,34,9,NeighborZombie,3,SCATTER,26.15,26.15,2
null,Normal,34,9,WarriorZombie,1,LINE_CENTER,26.15,26.15,1
null,Normal,34,9,WarriorZombie,2,LINE_CENTER,26.15,26.15,2
null,Normal,34,10,BasketZombie,2,SCATTER,28.93,28.93,1
null,Normal,34,10,BasketZombie,3,SCATTER,28.93,28.93,2
null,Normal,34,10,NeighborZombie,2,SCATTER,28.93,28.93,1
null,Normal,34,10,NeighborZombie,3,SCATTER,28.93,28.93,2
null,Normal,34,10,WarriorZombie,2,LINE_CENTER,28.93,28.93,1
null,Normal,34,10,WarriorZombie,2,LINE_CENTER,28.93,28.93,2
null,Normal,34,10,AdvArmoredZombie,1,LINE_CENTER,28.93,28.93,1
null,Normal,34,10,AdvArmoredZombie,1,LINE_CENTER,28.93,28.93,2
null,Normal,34,10,HighArmoredBossZombie,1,LINE_LEFT,28.93,28.93,2
null,Normal,34,11,BasketZombie,2,SCATTER,31.7,31.7,1
null,Normal,34,11,BasketZombie,4,SCATTER,31.7,31.7,2
null,Normal,34,11,NeighborZombie,2,SCATTER,31.7,31.7,1
null,Normal,34,11,NeighborZombie,4,SCATTER,31.7,31.7,2
null,Normal,34,11,WarriorZombie,2,LINE_CENTER,31.7,31.7,1
null,Normal,34,11,WarriorZombie,2,LINE_CENTER,31.7,31.7,2
null,Normal,34,11,AdvArmoredZombie,1,LINE_CENTER,31.7,31.7,1
null,Normal,34,11,AdvArmoredZombie,1,LINE_CENTER,31.7,31.7,2
null,Normal,34,12,BasketZombie,2,SCATTER,34.48,34.48,1
null,Normal,34,12,BasketZombie,4,SCATTER,34.48,34.48,2
null,Normal,34,12,NeighborZombie,2,SCATTER,34.48,34.48,1
null,Normal,34,12,NeighborZombie,4,SCATTER,34.48,34.48,2
null,Normal,34,12,WarriorZombie,2,LINE_CENTER,34.48,34.48,1
null,Normal,34,12,WarriorZombie,2,LINE_CENTER,34.48,34.48,2
null,Normal,34,12,AdvArmoredZombie,1,LINE_CENTER,34.48,34.48,1
null,Normal,34,12,AdvArmoredZombie,1,LINE_CENTER,34.48,34.48,2
null,Normal,34,13,BasketZombie,2,SCATTER,37.25,37.25,1
null,Normal,34,13,BasketZombie,4,SCATTER,37.25,37.25,2
null,Normal,34,13,NeighborZombie,2,SCATTER,37.25,37.25,1
null,Normal,34,13,NeighborZombie,4,SCATTER,37.25,37.25,2
null,Normal,34,13,WarriorZombie,2,LINE_CENTER,37.25,37.25,1
null,Normal,34,13,WarriorZombie,3,LINE_CENTER,37.25,37.25,2
null,Normal,34,13,AdvArmoredZombie,1,LINE_CENTER,37.25,37.25,1
null,Normal,34,13,AdvArmoredZombie,2,LINE_CENTER,37.25,37.25,2
null,Normal,34,14,BasketZombie,3,SCATTER,40.02,40.02,1
null,Normal,34,14,BasketZombie,4,SCATTER,40.02,40.02,2
null,Normal,34,14,NeighborZombie,3,SCATTER,40.02,40.02,1
null,Normal,34,14,NeighborZombie,4,SCATTER,40.02,40.02,2
null,Normal,34,14,WarriorZombie,2,LINE_CENTER,40.02,40.02,1
null,Normal,34,14,WarriorZombie,3,LINE_CENTER,40.02,40.02,2
null,Normal,34,14,AdvArmoredZombie,1,LINE_CENTER,40.02,40.02,1
null,Normal,34,14,AdvArmoredZombie,2,LINE_CENTER,40.02,40.02,2
null,Normal,34,15,BasketZombie,3,SCATTER,42.8,42.8,1
null,Normal,34,15,BasketZombie,4,SCATTER,42.8,42.8,2
null,Normal,34,15,NeighborZombie,3,SCATTER,42.8,42.8,1
null,Normal,34,15,NeighborZombie,4,SCATTER,42.8,42.8,2
null,Normal,34,15,WarriorZombie,2,LINE_CENTER,42.8,42.8,1
null,Normal,34,15,WarriorZombie,4,LINE_CENTER,42.8,42.8,2
null,Normal,34,15,AdvArmoredZombie,2,LINE_CENTER,42.8,42.8,1
null,Normal,34,15,AdvArmoredZombie,2,LINE_CENTER,42.8,42.8,2
null,Normal,34,15,AdvandMagBossZombie,1,LINE_LEFT,42.8,42.8,2
null,Normal,35,1,ZombieMan,2,SCATTER,4.05,4.05,1
null,Normal,35,1,ZombieMan,3,SCATTER,4.05,4.05,2
null,Normal,35,1,BasketZombie,1,SCATTER,4.05,4.05,1
null,Normal,35,1,BasketZombie,1,SCATTER,4.05,4.05,2
null,Normal,35,1,NeighborZombie,1,SCATTER,4.05,4.05,1
null,Normal,35,1,NeighborZombie,1,SCATTER,4.05,4.05,2
null,Normal,35,2,ZombieMan,2,SCATTER,6.85,6.85,1
null,Normal,35,2,ZombieMan,4,SCATTER,6.85,6.85,2
null,Normal,35,2,BasketZombie,1,SCATTER,6.85,6.85,1
null,Normal,35,2,BasketZombie,1,SCATTER,6.85,6.85,2
null,Normal,35,2,NeighborZombie,1,SCATTER,6.85,6.85,1
null,Normal,35,2,NeighborZombie,1,SCATTER,6.85,6.85,2
null,Normal,35,3,ZombieMan,3,SCATTER,9.66,9.66,1
null,Normal,35,3,ZombieMan,5,SCATTER,9.66,9.66,2
null,Normal,35,3,BasketZombie,1,SCATTER,9.66,9.66,1
null,Normal,35,3,BasketZombie,1,SCATTER,9.66,9.66,2
null,Normal,35,3,NeighborZombie,1,SCATTER,9.66,9.66,1
null,Normal,35,3,NeighborZombie,1,SCATTER,9.66,9.66,2
null,Normal,35,4,ZombieMan,2,SCATTER,12.46,12.46,1
null,Normal,35,4,ZombieMan,3,SCATTER,12.46,12.46,2
null,Normal,35,4,BasketZombie,1,SCATTER,12.46,12.46,1
null,Normal,35,4,BasketZombie,2,SCATTER,12.46,12.46,2
null,Normal,35,4,NeighborZombie,1,SCATTER,12.46,12.46,1
null,Normal,35,4,NeighborZombie,2,SCATTER,12.46,12.46,2
null,Normal,35,5,ZombieMan,1,SCATTER,15.26,15.26,1
null,Normal,35,5,ZombieMan,2,SCATTER,15.26,15.26,2
null,Normal,35,5,BasketZombie,1,SCATTER,15.26,15.26,1
null,Normal,35,5,BasketZombie,2,SCATTER,15.26,15.26,2
null,Normal,35,5,NeighborZombie,1,SCATTER,15.26,15.26,1
null,Normal,35,5,NeighborZombie,2,SCATTER,15.26,15.26,2
null,Normal,35,5,ZombieBoss,1,LINE_LEFT,15.26,15.26,2
null,Normal,35,6,BasketZombie,2,SCATTER,18.07,18.07,1
null,Normal,35,6,BasketZombie,2,SCATTER,18.07,18.07,2
null,Normal,35,6,NeighborZombie,2,SCATTER,18.07,18.07,1
null,Normal,35,6,NeighborZombie,2,SCATTER,18.07,18.07,2
null,Normal,35,6,AssasineZombie,1,SCATTER,18.07,18.07,1
null,Normal,35,6,AssasineZombie,1,SCATTER,18.07,18.07,2
null,Normal,35,7,ZombieMan,1,SCATTER,20.87,20.87,1
null,Normal,35,7,ZombieMan,1,SCATTER,20.87,20.87,2
null,Normal,35,7,BasketZombie,2,SCATTER,20.87,20.87,1
null,Normal,35,7,BasketZombie,2,SCATTER,20.87,20.87,2
null,Normal,35,7,NeighborZombie,2,SCATTER,20.87,20.87,1
null,Normal,35,7,NeighborZombie,2,SCATTER,20.87,20.87,2
null,Normal,35,7,AssasineZombie,1,SCATTER,20.87,20.87,1
null,Normal,35,7,AssasineZombie,1,SCATTER,20.87,20.87,2
null,Normal,35,8,ZombieMan,1,SCATTER,23.68,23.68,1
null,Normal,35,8,ZombieMan,2,SCATTER,23.68,23.68,2
null,Normal,35,8,BasketZombie,2,SCATTER,23.68,23.68,1
null,Normal,35,8,BasketZombie,2,SCATTER,23.68,23.68,2
null,Normal,35,8,NeighborZombie,2,SCATTER,23.68,23.68,1
null,Normal,35,8,NeighborZombie,2,SCATTER,23.68,23.68,2
null,Normal,35,8,AssasineZombie,1,SCATTER,23.68,23.68,1
null,Normal,35,8,AssasineZombie,1,SCATTER,23.68,23.68,2
null,Normal,35,9,BasketZombie,2,SCATTER,26.48,26.48,1
null,Normal,35,9,BasketZombie,3,SCATTER,26.48,26.48,2
null,Normal,35,9,NeighborZombie,2,SCATTER,26.48,26.48,1
null,Normal,35,9,NeighborZombie,3,SCATTER,26.48,26.48,2
null,Normal,35,9,AssasineZombie,1,SCATTER,26.48,26.48,1
null,Normal,35,9,AssasineZombie,2,SCATTER,26.48,26.48,2
null,Normal,35,10,BasketZombie,2,SCATTER,29.28,29.28,1
null,Normal,35,10,BasketZombie,3,SCATTER,29.28,29.28,2
null,Normal,35,10,NeighborZombie,2,SCATTER,29.28,29.28,1
null,Normal,35,10,NeighborZombie,3,SCATTER,29.28,29.28,2
null,Normal,35,10,AssasineZombie,1,SCATTER,29.28,29.28,1
null,Normal,35,10,AssasineZombie,2,SCATTER,29.28,29.28,2
null,Normal,35,10,DoctorZombie,1,LINE_LEFT,29.28,29.28,2
null,Normal,35,11,BasketZombie,2,SCATTER,32.09,32.09,1
null,Normal,35,11,BasketZombie,4,SCATTER,32.09,32.09,2
null,Normal,35,11,NeighborZombie,2,SCATTER,32.09,32.09,1
null,Normal,35,11,NeighborZombie,4,SCATTER,32.09,32.09,2
null,Normal,35,11,AssasineZombie,2,SCATTER,32.09,32.09,1
null,Normal,35,11,AssasineZombie,2,SCATTER,32.09,32.09,2
null,Normal,35,11,AdvKnifePotionZombie,1,SCATTER,32.09,32.09,1
null,Normal,35,11,AdvKnifePotionZombie,1,SCATTER,32.09,32.09,2
null,Normal,35,12,BasketZombie,2,SCATTER,34.89,34.89,1
null,Normal,35,12,BasketZombie,4,SCATTER,34.89,34.89,2
null,Normal,35,12,NeighborZombie,2,SCATTER,34.89,34.89,1
null,Normal,35,12,NeighborZombie,4,SCATTER,34.89,34.89,2
null,Normal,35,12,AssasineZombie,2,SCATTER,34.89,34.89,1
null,Normal,35,12,AssasineZombie,2,SCATTER,34.89,34.89,2
null,Normal,35,12,AdvKnifePotionZombie,1,SCATTER,34.89,34.89,1
null,Normal,35,12,AdvKnifePotionZombie,1,SCATTER,34.89,34.89,2
null,Normal,35,13,BasketZombie,2,SCATTER,37.69,37.69,1
null,Normal,35,13,BasketZombie,4,SCATTER,37.69,37.69,2
null,Normal,35,13,NeighborZombie,2,SCATTER,37.69,37.69,1
null,Normal,35,13,NeighborZombie,4,SCATTER,37.69,37.69,2
null,Normal,35,13,AssasineZombie,2,SCATTER,37.69,37.69,1
null,Normal,35,13,AssasineZombie,2,SCATTER,37.69,37.69,2
null,Normal,35,13,AdvKnifePotionZombie,1,SCATTER,37.69,37.69,1
null,Normal,35,13,AdvKnifePotionZombie,1,SCATTER,37.69,37.69,2
null,Normal,35,14,BasketZombie,3,SCATTER,40.5,40.5,1
null,Normal,35,14,BasketZombie,4,SCATTER,40.5,40.5,2
null,Normal,35,14,NeighborZombie,3,SCATTER,40.5,40.5,1
null,Normal,35,14,NeighborZombie,4,SCATTER,40.5,40.5,2
null,Normal,35,14,AssasineZombie,2,SCATTER,40.5,40.5,1
